# This file was produced by bcftools (1.2+htslib-1.2), the command line was:
# 	 bcftools gtcheck  -H test.vcf.gz
# and the working directory was:
# 	 /Users/dancook/coding/git/vcf-toolbox
#
# [1]SM	[2]Average Discordance	[3]Average depth	[4]Average number of sites	[5]Sample	[6]Sample ID
CN	0	67	42.46	QG556	JU1652
CN	0	48	46.46	QG556	JU1896
CN	0	107	36.38	QG556	JU2001
CN	0	68	52.09	QG556	JU2007
CN	0	72	23.74	QG556	JU2464
CN	0	86	51.37	QG556	JU258
CN	0	60	53.27	QG556	JU310
CN	0	54	57.28	QG556	JU311
CN	0	18	24.72	QG556	JU312
CN	0	67	53.73	QG556	JU323
CN	0	47	52.30	QG556	JU346
CN	0	83	49.93	QG556	JU360
CN	0	14	49.29	QG556	JU367
CN	0	54	30.24	QG556	JU393
CN	0	17	45.18	QG556	JU394
CN	0	60	40.92	QG556	JU397
CN	0	26	18.92	QG556	JU406
CN	0	27	45.04	QG556	JU440
CN	0	51	34.29	QG556	JU561
CN	0	46	52.63	QG556	JU642
CN	0	87	40.56	QG556	JU751
CN	0	94	49.86	QG556	JU774
CN	0	99	52.16	QG556	JU775
CN	0	79	54.43	QG556	JU778
CN	0	89	58.78	QG556	JU782
CN	0	59	24.27	QG556	JU792
CN	0	74	42.80	QG556	JU830
CN	0	61	29.00	QG556	JU847
CN	0	99	47.12	QG556	KR314
CN	0	85	51.02	QG556	LKC34
CN	0	0	0.00	QG556	LSJ1
CN	0	79	44.46	QG556	MY10
CN	0	89	55.24	QG556	MY16
CN	0	103	52.32	QG556	MY18
CN	0	86	53.94	QG556	MY1
CN	0	120	52.29	QG556	MY23
CN	0	0	0.00	QG556	N2
CN	1	53	31.08	QG556	NIC166
CN	0	93	53.59	QG556	NIC195
CN	0	99	49.80	QG556	NIC199
CN	0	56	47.43	QG556	NIC1
CN	0	49	33.33	QG556	NIC207
CN	0	70	54.46	QG556	NIC231
CN	0	83	46.04	QG556	NIC236
CN	0	72	16.00	QG556	NIC256
CN	0	55	19.76	QG556	NIC267
CN	0	22	52.59	QG556	NIC2
CN	0	81	55.75	QG556	NIC3
CN	0	59	45.24	QG556	PB303
CN	0	109	44.83	QG556	PB306
CN	0	188	39.32	QG556	PS2025
CN	0	39	53.54	QG556	PX179
CN	0	77	55.75	QG556	QG536
CN	3	57	35.98	QG557	AB1
CN	3	132	35.69	QG557	AB4
CN	0	14	33.00	QG557	CB4851_CGC
CN	0	57	37.44	QG557	CB4852
CN	3	125	35.17	QG557	CB4853
CN	0	69	38.91	QG557	CB4854
CN	0	118	33.25	QG557	CB4855_UK
CN	3	77	37.57	QG557	CB4856
CN	3	136	35.84	QG557	CB4857
CN	0	1	24.00	QG557	CB4858_UK
CN	0	36	37.83	QG557	CB4932
CN	3	81	32.01	QG557	CX11254
CN	0	98	29.49	QG557	CX11262
CN	3	113	36.66	QG557	CX11264
CN	0	72	35.97	QG557	CX11271
CN	3	84	33.62	QG557	CX11276
CN	3	121	34.90	QG557	CX11285
CN	3	102	36.70	QG557	CX11292
CN	3	70	36.07	QG557	CX11307
CN	3	121	34.09	QG557	CX11314
CN	0	84	34.49	QG557	CX11315
CN	0	53	29.19	QG557	DL200
CN	3	104	36.41	QG557	DL226
CN	0	87	36.69	QG557	DL238
CN	3	116	34.71	QG557	ED3005
CN	0	102	31.38	QG557	ED3011
CN	0	31	31.16	QG557	ED3012
CN	0	50	39.44	QG557	ED3017
CN	3	61	38.52	QG557	ED3040
CN	3	92	35.80	QG557	ED3046
CN	3	77	35.68	QG557	ED3048
CN	3	91	35.79	QG557	ED3049
CN	0	72	39.79	QG557	ED3052
CN	0	59	39.08	QG557	ED3073
CN	0	72	37.47	QG557	ED3077
CN	0	39	40.00	QG557	EG4347
CN	3	77	32.16	QG557	EG4349
CN	3	62	34.44	QG557	EG4724
CN	0	65	25.42	QG557	EG4725
CN	0	104	36.33	QG557	EG4946
CN	0	67	35.87	QG557	GXW1
CN	0	41	31.98	QG557	JT11398
CN	8	80	35.40	QG557	JU1088
CN	3	123	28.73	QG557	JU1172
CN	0	18	35.22	QG557	JU1200
CN	0	16	21.62	QG557	JU1212
CN	3	51	37.41	QG557	JU1213
CN	3	58	35.84	QG557	JU1242
CN	0	38	33.29	QG557	JU1246
CN	0	45	18.24	QG557	JU1395
CN	0	62	37.58	QG557	JU1400
CN	3	73	36.10	QG557	JU1409
CN	0	59	25.29	QG557	JU1440
CN	3	63	38.32	QG557	JU1491
CN	0	64	37.34	QG557	JU1530
CN	0	19	35.68	QG557	JU1568
CN	0	57	40.11	QG557	JU1580
CN	3	71	36.70	QG557	JU1581
CN	0	8	31.25	QG557	JU1586
CN	3	56	36.04	QG557	JU1652
CN	0	46	34.11	QG557	JU1896
CN	3	85	32.47	QG557	JU2001
CN	3	71	36.54	QG557	JU2007
CN	3	84	22.65	QG557	JU2464
CN	3	81	33.42	QG557	JU258
CN	0	66	37.30	QG557	JU310
CN	0	56	36.30	QG557	JU311
CN	0	23	22.70	QG557	JU312
CN	0	82	37.52	QG557	JU323
CN	3	45	38.73	QG557	JU346
CN	3	67	35.61	QG557	JU360
CN	0	35	33.06	QG557	JU367
CN	0	42	29.95	QG557	JU393
CN	0	14	33.00	QG557	JU394
CN	0	49	37.10	QG557	JU397
CN	3	29	18.83	QG557	JU406
CN	0	40	31.52	QG557	JU440
CN	0	64	30.83	QG557	JU561
CN	3	41	37.73	QG557	JU642
CN	3	89	33.03	QG557	JU751
CN	3	74	37.07	QG557	JU774
CN	0	73	37.86	QG557	JU775
CN	3	74	38.59	QG557	JU778
CN	3	75	40.53	QG557	JU782
CN	3	50	23.14	QG557	JU792
CN	0	84	32.46	QG557	JU830
CN	0	70	25.33	QG557	JU847
CN	3	103	33.89	QG557	KR314
CN	10	79	36.94	QG557	LKC34
CN	0	0	0.00	QG557	LSJ1
CN	3	60	38.28	QG557	MY10
CN	0	70	36.41	QG557	MY16
CN	0	95	34.01	QG557	MY18
CN	0	80	37.24	QG557	MY1
CN	3	96	36.50	QG557	MY23
CN	0	0	0.00	QG557	N2
CN	17	54	28.02	QG557	NIC166
CN	3	65	37.97	QG557	NIC195
CN	3	92	35.78	QG557	NIC199
CN	0	41	38.29	QG557	NIC1
CN	0	45	32.47	QG557	NIC207
CN	3	88	37.33	QG557	NIC231
CN	3	71	37.14	QG557	NIC236
CN	0	61	15.56	QG557	NIC256
CN	0	63	19.60	QG557	NIC267
CN	0	20	41.45	QG557	NIC2
CN	0	88	37.74	QG557	NIC3
CN	3	61	36.36	QG557	PB303
CN	0	125	34.31	QG557	PB306
CN	0	126	35.22	QG557	PS2025
CN	0	41	41.61	QG557	PX179
CN	3	64	38.80	QG557	QG536
CN	3	110	37.86	QG557	QG556
CN	0	78	72.90	QX1211	AB1
CN	0	92	143.50	QX1211	AB4
CN	0	54	85.54	QX1211	CB4851_CGC
CN	0	61	186.79	QX1211	CB4852
CN	0	97	113.23	QX1211	CB4853
CN	0	70	49.47	QX1211	CB4854
CN	0	93	40.55	QX1211	CB4855_UK
CN	0	200	131.66	QX1211	CB4856
CN	0	88	48.51	QX1211	CB4857
CN	0	10	43.70	QX1211	CB4858_UK
CN	0	59	86.66	QX1211	CB4932
CN	0	94	32.61	QX1211	CX11254
CN	0	112	29.23	QX1211	CX11262
CN	0	134	89.66	QX1211	CX11264
CN	0	87	45.37	QX1211	CX11271
CN	25	83	33.18	QX1211	CX11276
CN	0	139	106.55	QX1211	CX11285
CN	0	77	62.81	QX1211	CX11292
CN	0	106	48.57	QX1211	CX11307
CN	0	106	36.40	QX1211	CX11314
CN	0	87	39.28	QX1211	CX11315
CN	0	89	28.44	QX1211	DL200
CN	0	97	55.77	QX1211	DL226
CN	0	199	79.59	QX1211	DL238
CN	0	113	56.45	QX1211	ED3005
CN	0	69	32.72	QX1211	ED3011
CN	0	40	44.17	QX1211	ED3012
CN	0	64	93.11	QX1211	ED3017
CN	0	94	110.43	QX1211	ED3040
CN	0	125	84.67	QX1211	ED3046
CN	0	76	50.95	QX1211	ED3048
CN	0	125	105.82	QX1211	ED3049
CN	0	94	59.17	QX1211	ED3052
CN	0	83	93.63	QX1211	ED3073
CN	0	103	71.40	QX1211	ED3077
CN	0	44	41.07	QX1211	EG4347
CN	0	134	34.49	QX1211	EG4349
CN	0	137	70.48	QX1211	EG4724
CN	0	136	25.89	QX1211	EG4725
CN	0	70	73.27	QX1211	EG4946
CN	0	93	62.47	QX1211	GXW1
CN	0	45	32.47	QX1211	JT11398
CN	0	82	54.98	QX1211	JU1088
CN	0	82	29.21	QX1211	JU1172
CN	0	15	105.73	QX1211	JU1200
CN	0	59	27.07	QX1211	JU1212
CN	0	105	43.47	QX1211	JU1213
CN	0	94	38.37	QX1211	JU1242
CN	0	79	34.58	QX1211	JU1246
CN	0	42	18.17	QX1211	JU1395
CN	0	143	75.48	QX1211	JU1400
CN	0	84	80.32	QX1211	JU1409
CN	0	67	24.84	QX1211	JU1440
CN	0	113	78.53	QX1211	JU1491
CN	0	81	73.23	QX1211	JU1530
CN	0	25	45.72	QX1211	JU1568
CN	0	93	126.40	QX1211	JU1580
CN	0	93	116.39	QX1211	JU1581
CN	0	29	87.10	QX1211	JU1586
CN	0	100	44.33	QX1211	JU1652
CN	0	93	46.08	QX1211	JU1896
CN	0	152	37.32	QX1211	JU2001
CN	0	94	69.98	QX1211	JU2007
CN	0	98	22.42	QX1211	JU2464
CN	0	167	76.81	QX1211	JU258
CN	0	88	96.22	QX1211	JU310
CN	0	72	116.00	QX1211	JU311
CN	0	31	22.32	QX1211	JU312
CN	0	95	58.73	QX1211	JU323
CN	0	83	61.98	QX1211	JU346
CN	0	109	87.57	QX1211	JU360
CN	0	33	49.03	QX1211	JU367
CN	0	66	29.45	QX1211	JU393
CN	0	55	61.29	QX1211	JU394
CN	0	77	44.13	QX1211	JU397
CN	0	41	20.46	QX1211	JU406
CN	0	52	44.69	QX1211	JU440
CN	0	76	32.67	QX1211	JU561
CN	0	58	64.81	QX1211	JU642
CN	0	112	41.18	QX1211	JU751
CN	0	114	55.18	QX1211	JU774
CN	0	187	66.56	QX1211	JU775
CN	0	107	65.55	QX1211	JU778
CN	0	142	94.47	QX1211	JU782
CN	0	75	22.33	QX1211	JU792
CN	0	82	38.95	QX1211	JU830
CN	8	90	28.16	QX1211	JU847
CN	0	96	51.54	QX1211	KR314
CN	0	94	63.06	QX1211	LKC34
CN	0	0	0.00	QX1211	LSJ1
CN	0	131	49.32	QX1211	MY10
CN	0	137	94.09	QX1211	MY16
CN	0	121	85.21	QX1211	MY18
CN	0	121	125.18	QX1211	MY1
CN	0	164	89.11	QX1211	MY23
CN	0	0	0.00	QX1211	N2
CN	1	55	29.91	QX1211	NIC166
CN	0	155	96.69	QX1211	NIC195
CN	0	162	55.52	QX1211	NIC199
CN	0	73	47.32	QX1211	NIC1
CN	0	54	33.26	QX1211	NIC207
CN	0	86	78.16	QX1211	NIC231
CN	0	96	48.92	QX1211	NIC236
CN	0	107	16.36	QX1211	NIC256
CN	0	64	19.75	QX1211	NIC267
CN	0	26	45.42	QX1211	NIC2
CN	0	117	83.81	QX1211	NIC3
CN	0	68	42.94	QX1211	PB303
CN	0	122	46.43	QX1211	PB306
CN	0	148	40.21	QX1211	PS2025
CN	0	56	62.00	QX1211	PX179
CN	0	105	154.61	QX1211	QG536
CN	0	114	54.32	QX1211	QG556
CN	3	79	36.49	QX1211	QG557
CN	0	90	75.38	QX1212	AB1
CN	0	195	142.93	QX1212	AB4
CN	0	5	90.60	QX1212	CB4851_CGC
CN	0	83	156.46	QX1212	CB4852
CN	0	177	112.66	QX1212	CB4853
CN	0	94	50.44	QX1212	CB4854
CN	0	156	40.40	QX1212	CB4855_UK
CN	0	132	127.74	QX1212	CB4856
CN	0	166	45.67	QX1212	CB4857
CN	0	2	49.00	QX1212	CB4858_UK
CN	0	37	86.78	QX1212	CB4932
CN	0	111	34.13	QX1212	CX11254
CN	0	144	30.24	QX1212	CX11262
CN	0	161	90.04	QX1212	CX11264
CN	0	119	44.77	QX1212	CX11271
CN	25	101	34.55	QX1212	CX11276
CN	0	172	103.20	QX1212	CX11285
CN	0	168	64.58	QX1212	CX11292
CN	0	106	47.95	QX1212	CX11307
CN	0	171	38.81	QX1212	CX11314
CN	0	110	37.09	QX1212	CX11315
CN	0	64	28.81	QX1212	DL200
CN	0	159	54.76	QX1212	DL226
CN	0	146	72.08	QX1212	DL238
CN	0	202	57.26	QX1212	ED3005
CN	0	128	32.95	QX1212	ED3011
CN	0	32	42.34	QX1212	ED3012
CN	0	65	92.68	QX1212	ED3017
CN	0	106	110.93	QX1212	ED3040
CN	0	146	80.95	QX1212	ED3046
CN	0	118	50.85	QX1212	ED3048
CN	0	148	101.42	QX1212	ED3049
CN	0	101	61.25	QX1212	ED3052
CN	0	102	99.99	QX1212	ED3073
CN	0	125	74.22	QX1212	ED3077
CN	0	55	41.11	QX1212	EG4347
CN	0	129	35.64	QX1212	EG4349
CN	0	105	68.15	QX1212	EG4724
CN	0	93	25.52	QX1212	EG4725
CN	0	144	72.64	QX1212	EG4946
CN	0	108	64.47	QX1212	GXW1
CN	0	49	34.94	QX1212	JT11398
CN	5	118	58.56	QX1212	JU1088
CN	0	160	29.49	QX1212	JU1172
CN	0	18	129.06	QX1212	JU1200
CN	0	27	26.67	QX1212	JU1212
CN	0	67	45.51	QX1212	JU1213
CN	0	61	39.56	QX1212	JU1242
CN	0	41	39.22	QX1212	JU1246
CN	0	47	18.74	QX1212	JU1395
CN	0	105	72.30	QX1212	JU1400
CN	0	103	78.40	QX1212	JU1409
CN	0	72	26.46	QX1212	JU1440
CN	0	82	81.61	QX1212	JU1491
CN	0	95	69.73	QX1212	JU1530
CN	0	9	43.33	QX1212	JU1568
CN	0	79	120.46	QX1212	JU1580
CN	0	85	114.64	QX1212	JU1581
CN	0	17	101.88	QX1212	JU1586
CN	0	83	43.36	QX1212	JU1652
CN	0	65	44.80	QX1212	JU1896
CN	0	109	36.15	QX1212	JU2001
CN	0	117	68.50	QX1212	JU2007
CN	0	100	23.25	QX1212	JU2464
CN	0	119	75.27	QX1212	JU258
CN	0	104	94.40	QX1212	JU310
CN	0	57	106.89	QX1212	JU311
CN	0	22	23.86	QX1212	JU312
CN	0	112	54.59	QX1212	JU323
CN	0	71	59.66	QX1212	JU346
CN	0	128	91.30	QX1212	JU360
CN	0	44	49.68	QX1212	JU367
CN	0	57	31.00	QX1212	JU393
CN	0	7	66.00	QX1212	JU394
CN	0	43	44.72	QX1212	JU397
CN	0	21	17.76	QX1212	JU406
CN	0	45	42.38	QX1212	JU440
CN	0	74	33.28	QX1212	JU561
CN	0	56	67.54	QX1212	JU642
CN	0	144	39.12	QX1212	JU751
CN	0	107	53.85	QX1212	JU774
CN	0	116	57.94	QX1212	JU775
CN	0	87	67.98	QX1212	JU778
CN	0	99	93.43	QX1212	JU782
CN	0	52	23.75	QX1212	JU792
CN	0	117	38.52	QX1212	JU830
CN	0	66	28.27	QX1212	JU847
CN	0	158	52.01	QX1212	KR314
CN	7	120	59.54	QX1212	LKC34
CN	0	0	0.00	QX1212	LSJ1
CN	0	113	49.65	QX1212	MY10
CN	0	118	94.14	QX1212	MY16
CN	0	164	84.43	QX1212	MY18
CN	0	137	120.42	QX1212	MY1
CN	0	141	86.50	QX1212	MY23
CN	0	0	0.00	QX1212	N2
CN	13	51	29.65	QX1212	NIC166
CN	0	99	99.16	QX1212	NIC195
CN	0	118	53.21	QX1212	NIC199
CN	0	59	51.97	QX1212	NIC1
CN	0	52	35.00	QX1212	NIC207
CN	0	118	75.44	QX1212	NIC231
CN	0	81	48.70	QX1212	NIC236
CN	0	73	15.34	QX1212	NIC256
CN	0	81	19.26	QX1212	NIC267
CN	0	30	54.10	QX1212	NIC2
CN	0	129	80.65	QX1212	NIC3
CN	0	98	45.74	QX1212	PB303
CN	0	164	43.35	QX1212	PB306
CN	0	148	39.66	QX1212	PS2025
CN	0	66	62.62	QX1212	PX179
CN	0	117	153.39	QX1212	QG536
CN	0	112	53.80	QX1212	QG556
CN	3	125	35.15	QX1212	QG557
CN	0	141	147.19	QX1212	QX1211
CN	0	75	39.60	QX1233	AB1
CN	0	129	38.81	QX1233	AB4
CN	0	18	38.72	QX1233	CB4851_CGC
CN	0	59	39.73	QX1233	CB4852
CN	0	115	39.48	QX1233	CB4853
CN	0	75	42.91	QX1233	CB4854
CN	0	164	35.66	QX1233	CB4855_UK
CN	0	85	43.73	QX1233	CB4856
CN	0	121	38.93	QX1233	CB4857
CN	0	2	25.00	QX1233	CB4858_UK
CN	0	39	45.77	QX1233	CB4932
CN	0	88	33.03	QX1233	CX11254
CN	0	113	27.44	QX1233	CX11262
CN	0	141	38.80	QX1233	CX11264
CN	0	93	37.87	QX1233	CX11271
CN	25	79	35.46	QX1233	CX11276
CN	0	120	38.34	QX1233	CX11285
CN	0	107	39.08	QX1233	CX11292
CN	0	81	39.49	QX1233	CX11307
CN	0	134	35.62	QX1233	CX11314
CN	0	94	35.80	QX1233	CX11315
CN	0	56	27.62	QX1233	DL200
CN	0	117	40.03	QX1233	DL226
CN	0	98	39.04	QX1233	DL238
CN	0	123	39.74	QX1233	ED3005
CN	0	99	31.41	QX1233	ED3011
CN	0	26	38.54	QX1233	ED3012
CN	0	57	42.26	QX1233	ED3017
CN	0	86	42.77	QX1233	ED3040
CN	0	112	40.17	QX1233	ED3046
CN	0	85	39.46	QX1233	ED3048
CN	0	113	40.33	QX1233	ED3049
CN	0	85	42.99	QX1233	ED3052
CN	0	82	42.20	QX1233	ED3073
CN	0	86	40.45	QX1233	ED3077
CN	0	44	36.95	QX1233	EG4347
CN	0	94	32.99	QX1233	EG4349
CN	0	82	39.59	QX1233	EG4724
CN	0	74	24.97	QX1233	EG4725
CN	0	92	41.61	QX1233	EG4946
CN	0	112	39.45	QX1233	GXW1
CN	0	46	32.09	QX1233	JT11398
CN	0	89	39.53	QX1233	JU1088
CN	0	116	28.63	QX1233	JU1172
CN	0	20	47.50	QX1233	JU1200
CN	0	19	28.16	QX1233	JU1212
CN	0	54	41.96	QX1233	JU1213
CN	0	50	36.40	QX1233	JU1242
CN	0	47	34.21	QX1233	JU1246
CN	0	40	17.38	QX1233	JU1395
CN	0	83	41.47	QX1233	JU1400
CN	0	95	40.54	QX1233	JU1409
CN	0	73	24.82	QX1233	JU1440
CN	0	74	43.11	QX1233	JU1491
CN	0	77	37.61	QX1233	JU1530
CN	0	23	37.70	QX1233	JU1568
CN	0	56	47.18	QX1233	JU1580
CN	0	83	38.11	QX1233	JU1581
CN	0	19	43.11	QX1233	JU1586
CN	0	62	40.19	QX1233	JU1652
CN	0	62	39.05	QX1233	JU1896
CN	0	96	33.15	QX1233	JU2001
CN	0	83	39.96	QX1233	JU2007
CN	0	91	22.64	QX1233	JU2464
CN	0	95	39.56	QX1233	JU258
CN	0	80	38.15	QX1233	JU310
CN	0	54	41.72	QX1233	JU311
CN	0	21	23.19	QX1233	JU312
CN	0	91	40.20	QX1233	JU323
CN	0	63	37.38	QX1233	JU346
CN	0	78	39.28	QX1233	JU360
CN	0	47	32.60	QX1233	JU367
CN	0	56	27.75	QX1233	JU393
CN	0	19	39.79	QX1233	JU394
CN	0	46	37.89	QX1233	JU397
CN	0	28	17.57	QX1233	JU406
CN	0	47	35.62	QX1233	JU440
CN	0	65	30.74	QX1233	JU561
CN	0	47	45.34	QX1233	JU642
CN	0	97	35.40	QX1233	JU751
CN	0	88	40.03	QX1233	JU774
CN	0	83	37.60	QX1233	JU775
CN	0	82	42.71	QX1233	JU778
CN	0	75	45.61	QX1233	JU782
CN	0	47	22.94	QX1233	JU792
CN	0	86	35.37	QX1233	JU830
CN	8	59	27.24	QX1233	JU847
CN	0	114	39.25	QX1233	KR314
CN	0	103	39.06	QX1233	LKC34
CN	0	0	0.00	QX1233	LSJ1
CN	0	85	39.40	QX1233	MY10
CN	0	85	40.20	QX1233	MY16
CN	0	102	39.45	QX1233	MY18
CN	0	93	39.38	QX1233	MY1
CN	0	99	39.01	QX1233	MY23
CN	0	0	0.00	QX1233	N2
CN	13	46	28.48	QX1233	NIC166
CN	0	72	44.35	QX1233	NIC195
CN	0	94	38.63	QX1233	NIC199
CN	0	52	39.98	QX1233	NIC1
CN	0	47	33.17	QX1233	NIC207
CN	0	102	40.76	QX1233	NIC231
CN	0	79	39.49	QX1233	NIC236
CN	0	54	15.87	QX1233	NIC256
CN	0	69	18.55	QX1233	NIC267
CN	0	24	44.46	QX1233	NIC2
CN	0	100	39.66	QX1233	NIC3
CN	0	65	42.14	QX1233	PB303
CN	0	124	34.85	QX1233	PB306
CN	0	121	35.85	QX1233	PS2025
CN	0	57	42.21	QX1233	PX179
CN	0	72	42.29	QX1233	QG536
CN	0	87	41.29	QX1233	QG556
CN	0	97	33.95	QX1233	QG557
CN	0	90	39.67	QX1233	QX1211
CN	0	128	39.78	QX1233	QX1212
CN	0	87	56.05	QX1791	AB1
CN	0	87	61.43	QX1791	AB4
CN	0	41	57.39	QX1791	CB4851_CGC
CN	0	71	59.45	QX1791	CB4852
CN	0	86	60.43	QX1791	CB4853
CN	0	71	50.52	QX1791	CB4854
CN	0	94	43.52	QX1791	CB4855_UK
CN	0	140	58.68	QX1791	CB4856
CN	0	84	47.08	QX1791	CB4857
CN	0	10	38.80	QX1791	CB4858_UK
CN	0	58	62.33	QX1791	CB4932
CN	0	90	33.28	QX1791	CX11254
CN	0	110	30.34	QX1791	CX11262
CN	0	127	60.46	QX1791	CX11264
CN	0	77	45.94	QX1791	CX11271
CN	25	64	37.88	QX1791	CX11276
CN	0	123	59.33	QX1791	CX11285
CN	0	73	59.42	QX1791	CX11292
CN	0	85	47.64	QX1791	CX11307
CN	0	115	37.34	QX1791	CX11314
CN	0	90	38.02	QX1791	CX11315
CN	0	80	28.20	QX1791	DL200
CN	0	105	53.73	QX1791	DL226
CN	0	166	56.73	QX1791	DL238
CN	0	122	51.71	QX1791	ED3005
CN	0	74	30.77	QX1791	ED3011
CN	0	36	41.11	QX1791	ED3012
CN	0	77	63.92	QX1791	ED3017
CN	0	81	63.60	QX1791	ED3040
CN	0	111	60.27	QX1791	ED3046
CN	0	67	52.03	QX1791	ED3048
CN	0	112	60.36	QX1791	ED3049
CN	0	88	55.69	QX1791	ED3052
CN	0	88	60.99	QX1791	ED3073
CN	0	92	61.65	QX1791	ED3077
CN	0	41	42.56	QX1791	EG4347
CN	0	126	35.23	QX1791	EG4349
CN	0	106	59.67	QX1791	EG4724
CN	0	118	24.81	QX1791	EG4725
CN	0	71	60.08	QX1791	EG4946
CN	0	92	56.47	QX1791	GXW1
CN	0	52	32.75	QX1791	JT11398
CN	0	75	57.91	QX1791	JU1088
CN	0	82	30.34	QX1791	JU1172
CN	0	20	62.30	QX1791	JU1200
CN	0	54	25.46	QX1791	JU1212
CN	0	100	43.09	QX1791	JU1213
CN	0	79	36.82	QX1791	JU1242
CN	0	75	36.43	QX1791	JU1246
CN	0	46	18.50	QX1791	JU1395
CN	0	118	58.97	QX1791	JU1400
CN	0	89	60.40	QX1791	JU1409
CN	0	84	24.56	QX1791	JU1440
CN	0	104	60.91	QX1791	JU1491
CN	0	81	58.10	QX1791	JU1530
CN	0	23	41.00	QX1791	JU1568
CN	0	86	67.67	QX1791	JU1580
CN	0	105	60.62	QX1791	JU1581
CN	0	27	59.26	QX1791	JU1586
CN	0	89	41.51	QX1791	JU1652
CN	0	87	44.60	QX1791	JU1896
CN	0	136	36.38	QX1791	JU2001
CN	0	96	58.18	QX1791	JU2007
CN	0	84	23.92	QX1791	JU2464
CN	0	136	55.59	QX1791	JU258
CN	0	84	59.33	QX1791	JU310
CN	0	71	62.82	QX1791	JU311
CN	0	34	23.00	QX1791	JU312
CN	0	87	54.29	QX1791	JU323
CN	0	77	57.86	QX1791	JU346
CN	0	123	55.61	QX1791	JU360
CN	0	37	48.89	QX1791	JU367
CN	0	75	29.37	QX1791	JU393
CN	0	40	51.40	QX1791	JU394
CN	0	72	40.65	QX1791	JU397
CN	0	42	20.40	QX1791	JU406
CN	0	51	43.31	QX1791	JU440
CN	0	74	30.80	QX1791	JU561
CN	0	61	58.69	QX1791	JU642
CN	0	112	40.28	QX1791	JU751
CN	0	117	51.68	QX1791	JU774
CN	0	131	57.61	QX1791	JU775
CN	0	95	56.01	QX1791	JU778
CN	0	119	65.03	QX1791	JU782
CN	0	60	22.82	QX1791	JU792
CN	0	86	41.34	QX1791	JU830
CN	8	73	27.40	QX1791	JU847
CN	0	94	53.61	QX1791	KR314
CN	0	94	56.09	QX1791	LKC34
CN	0	0	0.00	QX1791	LSJ1
CN	0	113	48.55	QX1791	MY10
CN	0	126	55.33	QX1791	MY16
CN	0	126	54.65	QX1791	MY18
CN	0	91	62.16	QX1791	MY1
CN	0	147	53.61	QX1791	MY23
CN	0	0	0.00	QX1791	N2
CN	1	54	29.78	QX1791	NIC166
CN	0	118	56.69	QX1791	NIC195
CN	0	144	50.15	QX1791	NIC199
CN	0	64	49.11	QX1791	NIC1
CN	0	55	33.05	QX1791	NIC207
CN	0	80	60.48	QX1791	NIC231
CN	0	86	46.45	QX1791	NIC236
CN	0	87	15.38	QX1791	NIC256
CN	0	56	19.30	QX1791	NIC267
CN	0	25	55.56	QX1791	NIC2
CN	0	104	59.37	QX1791	NIC3
CN	0	65	47.54	QX1791	PB303
CN	0	120	43.76	QX1791	PB306
CN	0	135	40.81	QX1791	PS2025
CN	0	51	57.08	QX1791	PX179
CN	0	84	61.82	QX1791	QG536
CN	0	97	49.82	QX1791	QG556
CN	0	76	36.34	QX1791	QG557
CN	0	177	59.59	QX1791	QX1211
CN	0	139	58.22	QX1791	QX1212
CN	0	94	41.57	QX1791	QX1233
CN	0	103	55.65	QX1792	AB1
CN	0	107	59.56	QX1792	AB4
CN	0	38	59.74	QX1792	CB4851_CGC
CN	0	66	61.03	QX1792	CB4852
CN	0	116	58.53	QX1792	CB4853
CN	0	75	51.47	QX1792	CB4854
CN	0	117	41.75	QX1792	CB4855_UK
CN	0	155	57.16	QX1792	CB4856
CN	0	108	49.70	QX1792	CB4857
CN	0	12	38.25	QX1792	CB4858_UK
CN	0	68	65.26	QX1792	CB4932
CN	0	112	34.28	QX1792	CX11254
CN	0	122	28.84	QX1792	CX11262
CN	0	149	57.66	QX1792	CX11264
CN	0	92	45.11	QX1792	CX11271
CN	25	84	35.49	QX1792	CX11276
CN	0	157	58.75	QX1792	CX11285
CN	0	90	55.22	QX1792	CX11292
CN	0	106	47.56	QX1792	CX11307
CN	0	124	38.03	QX1792	CX11314
CN	0	96	36.79	QX1792	CX11315
CN	0	75	28.12	QX1792	DL200
CN	0	116	52.18	QX1792	DL226
CN	2	162	54.41	QX1792	DL238
CN	0	140	50.84	QX1792	ED3005
CN	0	92	33.64	QX1792	ED3011
CN	0	44	43.73	QX1792	ED3012
CN	0	69	63.65	QX1792	ED3017
CN	0	98	60.04	QX1792	ED3040
CN	0	124	58.66	QX1792	ED3046
CN	0	91	50.55	QX1792	ED3048
CN	0	121	58.83	QX1792	ED3049
CN	0	95	55.85	QX1792	ED3052
CN	0	101	58.53	QX1792	ED3073
CN	0	99	58.52	QX1792	ED3077
CN	0	52	39.10	QX1792	EG4347
CN	0	135	35.36	QX1792	EG4349
CN	0	102	56.43	QX1792	EG4724
CN	0	118	25.87	QX1792	EG4725
CN	0	91	59.88	QX1792	EG4946
CN	0	99	56.24	QX1792	GXW1
CN	0	53	32.94	QX1792	JT11398
CN	0	87	56.01	QX1792	JU1088
CN	0	105	29.89	QX1792	JU1172
CN	0	22	69.00	QX1792	JU1200
CN	0	51	26.14	QX1792	JU1212
CN	0	97	44.45	QX1792	JU1213
CN	0	74	37.74	QX1792	JU1242
